,OT,Sector,Columna de agua,hex,Fecha,Hora,Cliente/Empresa,Centro,Código de centro,Profundidad (m),Temperatura (°C),Salinidad (PSU),Oxígeno (mg/L),Oxígeno (ml/L),Oxígeno (%Sat),Densidad (sigma-t),Oxígeno (Sat ml/L),Conductividad (µS/cm),Fluorescencia (mg/m3),CTDO,Estación,AOU,Latitud,Longitud
79,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-80,10.5283,33.0822,7.7581,5.4286,85.895,25.3649,6.32184,36722,0.3256,CTDO-2,E4,0.8932399999999996,-42.67713611111111,-73.63389722222222
80,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-81,10.5175,33.0837,7.7402,5.4161,85.678,25.3679,6.32328,36714,0.2944,CTDO-2,E4,0.9071799999999994,-42.67713611111111,-73.63389722222222
81,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-82,10.5123,33.0847,7.7208,5.4026,85.454,25.3696,6.32394,36711,0.288,CTDO-2,E4,0.9213400000000007,-42.67713611111111,-73.63389722222222
82,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-83,10.5003,33.0844,7.7103,5.3952,85.316,25.3715,6.32562,36700,0.345,CTDO-2,E4,0.9304199999999998,-42.67713611111111,-73.63389722222222
83,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-84,10.4908,33.086,7.6904,5.3813,85.079,25.3743,6.32687,36694,0.3532,CTDO-2,E4,0.94557,-42.67713611111111,-73.63389722222222
84,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-85,10.4865,33.0862,7.6716,5.3682,84.864,25.3753,6.32746,36690,0.3067,CTDO-2,E4,0.9592600000000004,-42.67713611111111,-73.63389722222222
85,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-86,10.4848,33.0866,7.6436,5.3486,84.551,25.3758,6.32767,36690,0.2938,CTDO-2,E4,0.9790700000000001,-42.67713611111111,-73.63389722222222
86,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-87,10.4848,33.0868,7.6474,5.3512,84.593,25.376,6.32767,36690,0.299,CTDO-2,E4,0.97647,-42.67713611111111,-73.63389722222222
87,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-88,10.4843,33.0884,7.6502,5.3532,84.624,25.3774,6.32768,36692,0.3157,CTDO-2,E4,0.9744799999999998,-42.67713611111111,-73.63389722222222
88,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-89,10.4827,33.09,7.6665,5.3646,84.802,25.3789,6.32783,36693,0.3078,CTDO-2,E4,0.9632299999999994,-42.67713611111111,-73.63389722222222
89,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-90,10.4813,33.09,7.6372,5.3441,84.475,25.3791,6.32803,36692,0.3385,CTDO-2,E4,0.98393,-42.67713611111111,-73.63389722222222
90,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-91,10.4804,33.0895,7.6418,5.3473,84.525,25.3789,6.32817,36691,0.2934,CTDO-2,E4,0.9808700000000004,-42.67713611111111,-73.63389722222222
91,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-92,10.4814,33.0896,7.6656,5.3639,84.789,25.3787,6.32803,36692,0.2972,CTDO-2,E4,0.9641299999999999,-42.67713611111111,-73.63389722222222
92,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-93,10.4831,33.0889,7.6461,5.3503,84.576,25.3779,6.32782,36694,0.3237,CTDO-2,E4,0.9775200000000002,-42.67713611111111,-73.63389722222222
93,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-94,10.481,33.0899,7.6355,5.3428,84.455,25.3791,6.32807,36693,0.349,CTDO-2,E4,0.9852699999999999,-42.67713611111111,-73.63389722222222
94,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-95,10.4814,33.0904,7.6237,5.3346,84.325,25.3794,6.328,36694,0.3409,CTDO-2,E4,0.9934000000000003,-42.67713611111111,-73.63389722222222
95,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-96,10.4816,33.0904,7.6493,5.3525,84.609,25.3794,6.32796,36695,0.2884,CTDO-2,E4,0.97546,-42.67713611111111,-73.63389722222222
96,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-97,10.4816,33.0906,7.6673,5.3651,84.809,25.3795,6.32796,36696,0.3322,CTDO-2,E4,0.96286,-42.67713611111111,-73.63389722222222
97,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-98,10.4816,33.0906,7.6618,5.3613,84.748,25.3795,6.32796,36696,0.3191,CTDO-2,E4,0.9666600000000001,-42.67713611111111,-73.63389722222222
98,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-99,10.4817,33.0906,7.657,5.3579,84.695,25.3795,6.32795,36696,0.3447,CTDO-2,E4,0.9700500000000005,-42.67713611111111,-73.63389722222222
99,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-100,10.4818,33.0907,7.6477,5.3514,84.593,25.3796,6.32792,36697,0.3143,CTDO-2,E4,0.9765199999999998,-42.67713611111111,-73.63389722222222
100,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-101,10.4819,33.0907,7.6357,5.343,84.46,25.3795,6.32792,36698,0.292,CTDO-2,E4,0.9849199999999998,-42.67713611111111,-73.63389722222222
101,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-102,10.4815,33.0909,7.6471,5.351,84.586,25.3798,6.32795,36698,0.3342,CTDO-2,E4,0.9769500000000004,-42.67713611111111,-73.63389722222222
102,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-103,10.4817,33.0905,7.6471,5.351,84.586,25.3794,6.32795,36698,0.2946,CTDO-2,E4,0.9769500000000004,-42.67713611111111,-73.63389722222222
103,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-104,10.4819,33.0907,7.6638,5.3626,84.77,25.3796,6.32792,36699,0.33,CTDO-2,E4,0.9653200000000002,-42.67713611111111,-73.63389722222222
104,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-105,10.4811,33.0911,7.6488,5.3522,84.604,25.38,6.32801,36699,0.3181,CTDO-2,E4,0.9758100000000001,-42.67713611111111,-73.63389722222222
105,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-106,10.4809,33.0911,7.6434,5.3484,84.543,25.38,6.32803,36699,0.3378,CTDO-2,E4,0.9796300000000002,-42.67713611111111,-73.63389722222222
106,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-107,10.481,33.0909,7.632,5.3404,84.418,25.3798,6.32803,36700,0.3445,CTDO-2,E4,0.9876300000000002,-42.67713611111111,-73.63389722222222
107,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-108,10.4809,33.0909,7.6445,5.3492,84.556,25.3799,6.32804,36700,0.3252,CTDO-2,E4,0.9788399999999999,-42.67713611111111,-73.63389722222222
108,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-109,10.4807,33.0911,7.6514,5.354,84.632,25.3801,6.32806,36700,0.297,CTDO-2,E4,0.9740599999999997,-42.67713611111111,-73.63389722222222
109,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-110,10.4808,33.0914,7.6439,5.3488,84.549,25.3803,6.32804,36701,0.3118,CTDO-2,E4,0.9792399999999999,-42.67713611111111,-73.63389722222222
110,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-111,10.4804,33.0913,7.6471,5.351,84.584,25.3803,6.3281,36701,0.331,CTDO-2,E4,0.9771000000000001,-42.67713611111111,-73.63389722222222
111,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-112,10.4803,33.091,7.6361,5.3433,84.462,25.3801,6.32812,36701,0.2981,CTDO-2,E4,0.98482,-42.67713611111111,-73.63389722222222
112,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-113,10.4811,33.0911,7.6347,5.3423,84.448,25.38,6.32801,36703,0.2944,CTDO-2,E4,0.9857100000000001,-42.67713611111111,-73.63389722222222
113,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-114,10.4807,33.0913,7.6563,5.3574,84.685,25.3802,6.32805,36703,0.3271,CTDO-2,E4,0.97065,-42.67713611111111,-73.63389722222222
114,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-115,10.4803,33.0918,7.6543,5.356,84.663,25.3807,6.32809,36703,0.3269,CTDO-2,E4,0.9720900000000006,-42.67713611111111,-73.63389722222222
115,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-116,10.4801,33.0919,7.6386,5.345,84.489,25.3808,6.32812,36704,0.2946,CTDO-2,E4,0.9831200000000004,-42.67713611111111,-73.63389722222222
116,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-117,10.4785,33.0924,7.6406,5.3465,84.509,25.3814,6.32831,36703,0.3124,CTDO-2,E4,0.9818100000000003,-42.67713611111111,-73.63389722222222
117,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118h,2020-11-18,14:03:00,Salmones Camanchaca S.A.,Pilpilehue,,-118,10.4779,33.0926,7.6407,5.3465,84.51,25.3817,6.32839,36703,0.3362,CTDO-2,E4,0.9818899999999999,-42.67713611111111,-73.63389722222222
118,,,,,,,,,,-119,10.4763,33.0929,7.642,5.3474,84.521,25.3822,6.32861,36703,0.2941,CTDO-2,E4,0.9812099999999999,-42.67713611111111,-73.63389722222222
119,,,,,,,,,,-120,10.476,33.0931,7.6444,5.3491,84.547,25.3824,6.32864,36703,0.2904,CTDO-2,E4,0.9795400000000001,-42.67713611111111,-73.63389722222222
120,,,,,,,,,,-121,10.4756,33.0931,7.6459,5.3502,84.563,25.3825,6.32869,36703,0.2719,CTDO-2,E4,0.9784899999999999,-42.67713611111111,-73.63389722222222
121,,,,,,,,,,-122,10.4754,33.0933,7.6286,5.3381,84.372,25.3827,6.32871,36703,0.3135,CTDO-2,E4,0.9906100000000002,-42.67713611111111,-73.63389722222222
122,,,,,,,,,,-123,10.4749,33.0938,7.626,5.3362,84.342,25.3832,6.32875,36704,0.3089,CTDO-2,E4,0.9925500000000005,-42.67713611111111,-73.63389722222222
123,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-124,10.4712,33.0949,7.6192,5.3314,84.26,25.3847,6.32923,36702,0.3194,CTDO-2,E4,0.9978299999999996,-42.67713611111111,-73.63389722222222
124,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-125,10.4681,33.0962,7.6215,5.3331,84.281,25.3862,6.32961,36701,0.2983,CTDO-2,E4,0.9965099999999998,-42.67713611111111,-73.63389722222222
125,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-126,10.4653,33.0972,7.6008,5.3186,84.047,25.3875,6.32995,36700,0.2891,CTDO-2,E4,1.0113500000000002,-42.67713611111111,-73.63389722222222
126,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-127,10.4654,33.0969,7.5911,5.3118,83.94,25.3872,6.32995,36700,0.3146,CTDO-2,E4,1.0181500000000003,-42.67713611111111,-73.63389722222222
127,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-128,10.4653,33.097,7.5978,5.3165,84.014,25.3873,6.32996,36701,0.3469,CTDO-2,E4,1.0134600000000002,-42.67713611111111,-73.63389722222222
128,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-129,10.4652,33.0971,7.6124,5.3267,84.175,25.3873,6.32997,36701,0.314,CTDO-2,E4,1.0032700000000006,-42.67713611111111,-73.63389722222222
129,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-130,10.4645,33.0972,7.6112,5.3259,84.161,25.3876,6.33006,36701,0.3074,CTDO-2,E4,1.0041599999999997,-42.67713611111111,-73.63389722222222
130,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-131,10.4639,33.0977,7.6161,5.3292,84.213,25.3881,6.33013,36701,0.306,CTDO-2,E4,1.0009299999999994,-42.67713611111111,-73.63389722222222
131,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-132,10.4626,33.0981,7.6023,5.3196,84.059,25.3886,6.33029,36701,0.3155,CTDO-2,E4,1.0106899999999994,-42.67713611111111,-73.63389722222222
132,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-133,10.4616,33.0986,7.5789,5.3032,83.799,25.3892,6.33041,36701,0.2952,CTDO-2,E4,1.0272099999999993,-42.67713611111111,-73.63389722222222
133,2913.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201021h,2020-10-21,13:32:00,Salmones Camanchaca S.A.,Pilpilehue,,-134,10.4615,33.0988,7.5794,5.3036,83.804,25.3893,6.33042,36702,0.3414,CTDO-2,E4,1.0268199999999998,-42.67713611111111,-73.63389722222222
134,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-1,12.1589,33.0398,8.2979,5.8064,95.067,25.0365,6.10559,38131,0.2126,CTDO-2,E3,0.2991900000000003,-42.69039166666666,-73.59665277777778
135,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-2,11.587,33.0281,8.4125,5.8866,95.237,25.1342,6.18076,37596,0.186,CTDO-2,E3,0.29416000000000064,-42.69039166666666,-73.59665277777778
136,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-3,11.4339,33.029,8.4277,5.8972,95.102,25.163,6.20101,37457,0.1774,CTDO-2,E3,0.30381000000000036,-42.69039166666666,-73.59665277777778
137,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-4,11.3861,33.0314,8.4026,5.8797,94.725,25.1736,6.20729,37417,0.2036,CTDO-2,E3,0.3275900000000007,-42.69039166666666,-73.59665277777778
138,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-5,11.3793,33.0318,8.3797,5.8636,94.453,25.1751,6.20818,37411,0.2481,CTDO-2,E3,0.34457999999999966,-42.69039166666666,-73.59665277777778
139,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-6,11.3305,33.0304,8.3836,5.8663,94.399,25.1829,6.21476,37366,0.2327,CTDO-2,E3,0.3484600000000002,-42.69039166666666,-73.59665277777778
140,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-7,11.2924,33.0334,8.3364,5.8333,93.793,25.1921,6.21975,37335,0.2604,CTDO-2,E3,0.38644999999999996,-42.69039166666666,-73.59665277777778
141,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-8,11.259,33.0333,8.3353,5.8325,93.713,25.198,6.22424,37305,0.2861,CTDO-2,E3,0.3917400000000004,-42.69039166666666,-73.59665277777778
142,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-9,11.251,33.0338,8.3103,5.815,93.416,25.1999,6.2253,37298,0.286,CTDO-2,E3,0.41029999999999944,-42.69039166666666,-73.59665277777778
143,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-10,11.2152,33.0335,8.3147,5.8181,93.394,25.206,6.23012,37266,0.2742,CTDO-2,E3,0.41202000000000005,-42.69039166666666,-73.59665277777778
144,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-11,11.1922,33.035,8.3354,5.8326,93.582,25.2113,6.23316,37247,0.3199,CTDO-2,E3,0.4005599999999996,-42.69039166666666,-73.59665277777778
145,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-12,11.1778,33.0345,8.3216,5.823,93.398,25.2135,6.23512,37234,0.3473,CTDO-2,E3,0.4121199999999998,-42.69039166666666,-73.59665277777778
146,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-13,11.1214,33.0359,8.3166,5.8195,93.231,25.2247,6.24267,37184,0.3705,CTDO-2,E3,0.4231700000000007,-42.69039166666666,-73.59665277777778
147,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-14,11.0841,33.0385,8.271,5.7875,92.647,25.2334,6.24761,37154,0.3879,CTDO-2,E3,0.46011000000000024,-42.69039166666666,-73.59665277777778
148,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-15,11.075,33.038,8.2667,5.7845,92.581,25.2346,6.24886,37145,0.3771,CTDO-2,E3,0.4643599999999992,-42.69039166666666,-73.59665277777778
149,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-16,11.0553,33.0388,8.2583,5.7787,92.448,25.2387,6.25148,37129,0.45,CTDO-2,E3,0.4727800000000002,-42.69039166666666,-73.59665277777778
150,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-17,11.0242,33.0379,8.231,5.7596,92.081,25.2435,6.25574,37100,0.4312,CTDO-2,E3,0.49614000000000047,-42.69039166666666,-73.59665277777778
151,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-18,10.9989,33.0392,8.2112,5.7457,91.81,25.2491,6.25911,37079,0.3913,CTDO-2,E3,0.5134099999999995,-42.69039166666666,-73.59665277777778
152,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-19,10.9826,33.0397,8.2077,5.7432,91.739,25.2523,6.26131,37065,0.4236,CTDO-2,E3,0.5181100000000001,-42.69039166666666,-73.59665277777778
153,2965.0,"Sur Punta Islotes, Comuna de Chaitén, Provincia de Palena, Región de los Lagos",SW,201118g,2020-11-18,13:34:00,Salmones Camanchaca S.A.,Pilpilehue,,-20,10.9644,33.0402,8.2133,5.7472,91.767,25.2559,6.26375,37049,0.4308,CTDO-2,E3,0.5165499999999996,-42.69039166666666,-73.59665277777778
